cm_id,example_id,relation,subrelation,field,context,CM,target_tags,target_tokens,all_annotations,auto_adjudication,relation_presence,sousrelations_identified,nb_subrelations_identified,subrelation_presence,comment,comment_A2,comment_adj,presence_extracted,POS_Tags,NER_Tags,Lemmas,Dependencies
M47,380,meronymie,Parties liées par inclusion,environment,"pueden dividir se en dos grandes grupos : Primarios y Secundarios . Los Primarios están colocados en el punto en donde se desea medir la variable , la miden y transforman esta medida",Los Primarios están colocados en el punto en donde,"['AMP', 'N4666', 'VDR3P-', 'VC--PM', 'P', 'AMS', 'N5-MS', 'P', 'D']","['Los', 'Primarios', 'están', 'colocados', 'en', 'el', 'punto', 'en', 'donde']","['non', 'non', nan, nan]",0.0,non,['Parties liées par inclusion'],1.0,,,,,moyenne-élevée,"[('Los', 'DET'), ('Primarios', 'PROPN'), ('están', 'AUX'), ('colocados', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('punto', 'NOUN'), ('en', 'ADP'), ('donde', 'ADV')]","[('Primarios', 'MISC')]","[('Los', 'el'), ('Primarios', 'Primarios'), ('están', 'estar'), ('colocados', 'colocado'), ('en', 'en'), ('el', 'el'), ('punto', 'punto'), ('en', 'en'), ('donde', 'donde')]","[('Los', 2, 'det'), ('Primarios', 4, 'nsubj'), ('están', 4, 'cop'), ('colocados', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('punto', 4, 'obl'), ('en', 9, 'case'), ('donde', 4, 'advmod')]"
M47,381,meronymie,Parties liées par inclusion,linguistics,", raciones y tapas . Como era de esperar se , todos los antojitos están incluidos en el DEUM y en el DIME . En lo que corresponde a los diccionarios generales ,",los antojitos están incluidos en el DEUM y en,"['AMP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'AMS', 'N4666', 'C', 'P']","['los', 'antojitos', 'están', 'incluidos', 'en', 'el', 'DEUM', 'y', 'en']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('los', 'DET'), ('antojitos', 'NOUN'), ('están', 'AUX'), ('incluidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('DEUM', 'PROPN'), ('y', 'CCONJ'), ('en', 'ADP')]","[('DEUM', 'MISC')]","[('los', 'el'), ('antojitos', 'antojito'), ('están', 'estar'), ('incluidos', 'incluido'), ('en', 'en'), ('el', 'el'), ('DEUM', 'DEUM'), ('y', 'y'), ('en', 'en')]","[('los', 2, 'det'), ('antojitos', 4, 'nsubj'), ('están', 4, 'cop'), ('incluidos', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('DEUM', 4, 'nmod'), ('y', 9, 'cc'), ('en', 4, 'conj')]"
M47,382,meronymie,Parties liées par inclusion,computer_science,"hora aparece en siguiente lugar . Si se fija , verá que los mensajes están ordenados en el orden en el cual fueron recibidos . A continuación de la fecha y la",los mensajes están ordenados en el orden en,"['AMP', 'N5-MP', 'VDR3P-', 'HMP', 'P', 'AMS', 'N5-6S', 'P']","['los', 'mensajes', 'están', 'ordenados', 'en', 'el', 'orden', 'en']","['non', 'non', nan, nan]",0.0,non,['Parties liées par inclusion'],1.0,,,,,moyenne-élevée,"[('los', 'DET'), ('mensajes', 'NOUN'), ('están', 'AUX'), ('ordenados', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('orden', 'NOUN'), ('en', 'ADP')]",[],"[('los', 'el'), ('mensajes', 'mensaje'), ('están', 'estar'), ('ordenados', 'ordenado'), ('en', 'en'), ('el', 'el'), ('orden', 'orden'), ('en', 'en')]","[('los', 2, 'det'), ('mensajes', 4, 'nsubj'), ('están', 4, 'cop'), ('ordenados', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('orden', 4, 'obl'), ('en', 4, 'advmod')]"
M47,383,meronymie,Parties liées par inclusion,computer_science,. Conexión de terminales y posicionamiento de la RDSI en su entorno La numeración RDSI está integrada en el plan de comunicación de la RTB y no existe distinción entre un número de una y,La numeración RDSI está integrada en el plan de comunicación de,"['AFS', 'N5-FS', 'N4666', 'V8R6S-', 'VC--SF', 'P', 'AMS', 'N5-MS', 'P', 'N5-FS', 'P']","['La', 'numeración', 'RDSI', 'está', 'integrada', 'en', 'el', 'plan', 'de', 'comunicación', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('La', 'DET'), ('numeración', 'NOUN'), ('RDSI', 'PROPN'), ('está', 'AUX'), ('integrada', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('plan', 'NOUN'), ('de', 'ADP'), ('comunicación', 'NOUN'), ('de', 'ADP')]","[('RDSI', 'MISC')]","[('La', 'el'), ('numeración', 'numeración'), ('RDSI', 'RDSI'), ('está', 'estar'), ('integrada', 'integrado'), ('en', 'en'), ('el', 'el'), ('plan', 'plan'), ('de', 'de'), ('comunicación', 'comunicación'), ('de', 'de')]","[('La', 2, 'det'), ('numeración', 5, 'nsubj'), ('RDSI', 2, 'appos'), ('está', 5, 'cop'), ('integrada', 0, 'root'), ('en', 8, 'case'), ('el', 8, 'det'), ('plan', 5, 'obl'), ('de', 10, 'case'), ('comunicación', 8, 'nmod'), ('de', 5, 'punct')]"
M47,384,meronymie,Parties liées par inclusion,computer_science,"es grande se denominan archivos volátiles . En los casos en que los registros están ordenados en una secuencia predeterminada , resulta así necesario insertar en esa misma secuencia los registros",los registros están ordenados en una secuencia,"['AMP', 'N5-MP', 'VDR3P-', 'HMP', 'P', 'E6--FS', 'N5-FS']","['los', 'registros', 'están', 'ordenados', 'en', 'una', 'secuencia']","['non', 'non', nan, nan]",0.0,non,['Parties liées par inclusion'],1.0,,,,,moyenne-élevée,"[('los', 'DET'), ('registros', 'NOUN'), ('están', 'AUX'), ('ordenados', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('secuencia', 'NOUN')]",[],"[('los', 'el'), ('registros', 'registro'), ('están', 'estar'), ('ordenados', 'ordenado'), ('en', 'en'), ('una', 'uno'), ('secuencia', 'secuencia')]","[('los', 2, 'det'), ('registros', 4, 'nsubj'), ('están', 4, 'cop'), ('ordenados', 0, 'root'), ('en', 7, 'case'), ('una', 7, 'det'), ('secuencia', 4, 'obl')]"
M47,385,meronymie,Parties liées par inclusion,medicine,"y relación RP ( RP largo o corto ? ) . Cuando la onda P está incluida en el complejo QRS o está ausente , el diagnóstico más probable es una TR-NAV . Cuando",la onda P está incluida en el complejo QRS o,"['AFS', 'N5-FS', 'N5-FS', 'VDR3S-', 'VC--SF', 'P', 'AMS', 'N5-MS', 'N4666', 'C']","['la', 'onda', 'P', 'está', 'incluida', 'en', 'el', 'complejo', 'QRS', 'o']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('la', 'DET'), ('onda', 'NOUN'), ('P', 'PROPN'), ('está', 'AUX'), ('incluida', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('complejo', 'NOUN'), ('QRS', 'PROPN'), ('o', 'CCONJ')]","[('QRS', 'MISC')]","[('la', 'el'), ('onda', 'onda'), ('P', 'p'), ('está', 'estar'), ('incluida', 'incluido'), ('en', 'en'), ('el', 'el'), ('complejo', 'complejo'), ('QRS', 'QRS'), ('o', 'o')]","[('la', 2, 'det'), ('onda', 5, 'nsubj'), ('P', 2, 'appos'), ('está', 5, 'cop'), ('incluida', 0, 'root'), ('en', 8, 'case'), ('el', 8, 'det'), ('complejo', 5, 'nmod'), ('QRS', 8, 'appos'), ('o', 5, 'cc')]"
M47,386,meronymie,Parties liées par inclusion,medicine,"exploración bimanual permite apreciar el tamaño y posición de el útero . Los ovarios están incluidos en el ligamento ancho , y pueden palpar se y puede notar se el contenido",Los ovarios están incluidos en el ligamento,"['AMP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'AMS', 'N5-MS']","['Los', 'ovarios', 'están', 'incluidos', 'en', 'el', 'ligamento']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('Los', 'DET'), ('ovarios', 'NOUN'), ('están', 'AUX'), ('incluidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('ligamento', 'NOUN')]",[],"[('Los', 'el'), ('ovarios', 'ovario'), ('están', 'estar'), ('incluidos', 'incluido'), ('en', 'en'), ('el', 'el'), ('ligamento', 'ligamento')]","[('Los', 2, 'det'), ('ovarios', 4, 'nsubj'), ('están', 4, 'cop'), ('incluidos', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('ligamento', 4, 'obl')]"
M47,387,meronymie,Parties liées par inclusion,law,", cuyas normas se establecen más abajo Fabricación en la que todas las materias están clasificadas en una partida que no sea la de el producto . No_obstante , se podrán",las materias están clasificadas en una partida,"['AFP', 'N5-FP', 'VDR3P-', 'VC--PF', 'P', 'E6--FS', 'N5-FS']","['las', 'materias', 'están', 'clasificadas', 'en', 'una', 'partida']","['incertaine', 'non', nan, nan]",2.0,non,['Parties liées par inclusion'],1.0,,,,CM en surface,moyenne-élevée,"[('las', 'DET'), ('materias', 'NOUN'), ('están', 'AUX'), ('clasificadas', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('partida', 'NOUN')]",[],"[('las', 'el'), ('materias', 'materia'), ('están', 'estar'), ('clasificadas', 'clasificado'), ('en', 'en'), ('una', 'uno'), ('partida', 'partida')]","[('las', 2, 'det'), ('materias', 4, 'nsubj:pass'), ('están', 4, 'aux:pass'), ('clasificadas', 0, 'root'), ('en', 7, 'case'), ('una', 7, 'det'), ('partida', 4, 'obl')]"
M47,388,meronymie,Parties liées par inclusion,general,el alerón trasero está ahora anclado por una doble sujeción central y los espejos retrovisores están integrados en los pontones laterales y forman parte de la aerodinámica de el conjunto . El,los espejos retrovisores están integrados en los pontones,"['AMP', 'N5-MP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'AMP', 'N5-MP']","['los', 'espejos', 'retrovisores', 'están', 'integrados', 'en', 'los', 'pontones']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Expression des parties locatives ou temporelles', 'Parties liées par inclusion']",2.0,oui+,,,,moyenne-élevée,"[('los', 'DET'), ('espejos', 'NOUN'), ('retrovisores', 'ADJ'), ('están', 'AUX'), ('integrados', 'ADJ'), ('en', 'ADP'), ('los', 'DET'), ('pontones', 'NOUN')]",[],"[('los', 'el'), ('espejos', 'espejo'), ('retrovisores', 'retrovisor'), ('están', 'estar'), ('integrados', 'integrado'), ('en', 'en'), ('los', 'el'), ('pontones', 'pontón')]","[('los', 2, 'det'), ('espejos', 5, 'nsubj'), ('retrovisores', 2, 'amod'), ('están', 5, 'cop'), ('integrados', 0, 'root'), ('en', 8, 'case'), ('los', 8, 'det'), ('pontones', 5, 'obl')]"
M47,389,meronymie,Parties liées par inclusion,general,parte de nuestra estrategia esencial y prueba de ello es que desde el día 1_de_enero está integrada en las cuentas globales de el grupo . En rueda de prensa a el término,el día 1_de_enero está integrada en las cuentas,"['AMS', 'N5-MS', 'T', 'VDR3S-', 'VC--SF', 'P', 'AFP', 'N5-FP']","['el', 'día', '1_de_enero', 'está', 'integrada', 'en', 'las', 'cuentas']","['non', 'oui', nan, 'oui']",1.0,non,['Parties liées par inclusion'],1.0,,,,CM en surface,moyenne-élevée,"[('el', 'DET'), ('día', 'NOUN'), ('1', 'NUM'), ('_de_enero', 'PROPN'), ('está', 'AUX'), ('integrada', 'ADJ'), ('en', 'ADP'), ('las', 'DET'), ('cuentas', 'NOUN')]",[],"[('el', 'el'), ('día', 'día'), ('1', '1'), ('_de_enero', '_de_enero'), ('está', 'estar'), ('integrada', 'integrado'), ('en', 'en'), ('las', 'el'), ('cuentas', 'cuenta')]","[('el', 2, 'det'), ('día', 6, 'obl'), ('1', 2, 'compound'), ('_de_enero', 2, 'compound'), ('está', 6, 'cop'), ('integrada', 0, 'root'), ('en', 9, 'case'), ('las', 9, 'det'), ('cuentas', 6, 'obl')]"
M47,390,meronymie,Parties liées par inclusion,law,las que las normas se especifican a continuación Fabricación en que todas las materias estén clasificadas en una partida diferente a la de el producto ( 3 ) Los demás juguetes,las materias estén clasificadas en una partida,"['AFP', 'N5-FP', 'VJR3P-', 'VC--PF', 'P', 'E6--FS', 'N5-FS']","['las', 'materias', 'estén', 'clasificadas', 'en', 'una', 'partida']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('las', 'DET'), ('materias', 'NOUN'), ('estén', 'AUX'), ('clasificadas', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('partida', 'NOUN')]",[],"[('las', 'el'), ('materias', 'materia'), ('estén', 'estar'), ('clasificadas', 'clasificado'), ('en', 'en'), ('una', 'uno'), ('partida', 'partida')]","[('las', 2, 'det'), ('materias', 4, 'nsubj:pass'), ('estén', 4, 'aux:pass'), ('clasificadas', 0, 'root'), ('en', 7, 'case'), ('una', 7, 'det'), ('partida', 4, 'obl')]"
M47,391,meronymie,Parties liées par inclusion,economy,". Sin_embargo , la creación de un nuevo mundo en que todos los trabajadores estén integrados en una dinámica de aumento de el ingreso , mejoramiento de condiciones de trabajo y mayor seguridad en",los trabajadores estén integrados en una dinámica de aumento de,"['AMP', 'N5-MP', 'VJR3P-', 'VC--PM', 'P', 'E6--FS', 'N5-FS', 'P', 'N5-MS', 'P']","['los', 'trabajadores', 'estén', 'integrados', 'en', 'una', 'dinámica', 'de', 'aumento', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('los', 'DET'), ('trabajadores', 'NOUN'), ('estén', 'AUX'), ('integrados', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('dinámica', 'NOUN'), ('de', 'ADP'), ('aumento', 'NOUN'), ('de', 'ADP')]",[],"[('los', 'el'), ('trabajadores', 'trabajador'), ('estén', 'estar'), ('integrados', 'integrado'), ('en', 'en'), ('una', 'uno'), ('dinámica', 'dinámica'), ('de', 'de'), ('aumento', 'aumento'), ('de', 'de')]","[('los', 2, 'det'), ('trabajadores', 4, 'nsubj'), ('estén', 4, 'cop'), ('integrados', 0, 'root'), ('en', 7, 'case'), ('una', 7, 'det'), ('dinámica', 4, 'obl:arg'), ('de', 9, 'case'), ('aumento', 7, 'nmod'), ('de', 4, 'punct')]"
M47,392,meronymie,Parties liées par inclusion,computer_science,"acuerdo con algún orden lineal xxx , se representan como sigue . Los elementos están colocados en las hojas ; si el elemento a está a la izquierda de el elemento b ,",Los elementos están colocados en las hojas ; si,"['AMP', 'N5-MP', 'VDR3P-', 'HMP', 'P', 'AFP', 'N5-FP', 'Z', 'C']","['Los', 'elementos', 'están', 'colocados', 'en', 'las', 'hojas', ';', 'si']","['incertaine', 'non', nan, nan]",2.0,non,['Parties liées par inclusion'],1.0,,,,CHECK la traduction,moyenne-élevée,"[('Los', 'DET'), ('elementos', 'NOUN'), ('están', 'AUX'), ('colocados', 'ADJ'), ('en', 'ADP'), ('las', 'DET'), ('hojas', 'NOUN'), (';', 'PUNCT'), ('si', 'SCONJ')]",[],"[('Los', 'el'), ('elementos', 'elemento'), ('están', 'estar'), ('colocados', 'colocado'), ('en', 'en'), ('las', 'el'), ('hojas', 'hoja'), (';', ';'), ('si', 'si')]","[('Los', 2, 'det'), ('elementos', 4, 'nsubj'), ('están', 4, 'cop'), ('colocados', 0, 'root'), ('en', 7, 'case'), ('las', 7, 'det'), ('hojas', 4, 'obl'), (';', 4, 'punct'), ('si', 4, 'punct')]"
M47,393,meronymie,Parties liées par inclusion,general,"de la Administración antes de dar le conformidad , en_especial , si el contribuyente está incluido en una unidad familiar . Aclaran , sin_embargo , que el borrador sólo será válido",el contribuyente está incluido en una unidad,"['AMS', 'N5-6S', 'VDR3S-', 'VC--SM', 'P', 'E6--FS', 'N5-FS']","['el', 'contribuyente', 'está', 'incluido', 'en', 'una', 'unidad']","['non', 'oui', nan, 'oui']",1.0,oui,['Parties liées par inclusion'],1.0,oui,,,Composant-objet,moyenne-élevée,"[('el', 'DET'), ('contribuyente', 'NOUN'), ('está', 'AUX'), ('incluido', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('unidad', 'NOUN')]",[],"[('el', 'el'), ('contribuyente', 'contribuyente'), ('está', 'estar'), ('incluido', 'incluido'), ('en', 'en'), ('una', 'uno'), ('unidad', 'unidad')]","[('el', 2, 'det'), ('contribuyente', 4, 'nsubj'), ('está', 4, 'cop'), ('incluido', 0, 'root'), ('en', 7, 'case'), ('una', 7, 'det'), ('unidad', 4, 'nmod')]"
M47,394,meronymie,Parties liées par inclusion,general,". Los argumentos para el rechazo abarcaron desde que las propuestas de el texto ya estaban incluidas en la legislación actual ( PP ) , a que no incluían innovación alguna (",el texto ya estaban incluidas en la legislación,"['AMS', 'N5-MS', 'D', 'VDA3P-', 'VC--PF', 'P', 'AFS', 'N5-FS']","['el', 'texto', 'ya', 'estaban', 'incluidas', 'en', 'la', 'legislación']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('el', 'DET'), ('texto', 'NOUN'), ('ya', 'ADV'), ('estaban', 'AUX'), ('incluidas', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('legislación', 'NOUN')]",[],"[('el', 'el'), ('texto', 'texto'), ('ya', 'ya'), ('estaban', 'estar'), ('incluidas', 'incluir'), ('en', 'en'), ('la', 'el'), ('legislación', 'legislación')]","[('el', 2, 'det'), ('texto', 5, 'nsubj:pass'), ('ya', 5, 'advmod'), ('estaban', 5, 'aux:pass'), ('incluidas', 0, 'root'), ('en', 8, 'case'), ('la', 8, 'det'), ('legislación', 5, 'obl')]"
M47,395,meronymie,Parties liées par inclusion,medicine,", donde se observa un crecimiento por capas . Grado 2 : las células están agrupadas en capas superpuestas o estratificadas , cromatina incrementada y el nucléolo ligeramente prominente .",las células están agrupadas en capas,"['AFP', 'N5-FP', 'VDR3P-', 'VC--PF', 'P', 'N5-FP']","['las', 'células', 'están', 'agrupadas', 'en', 'capas']","['oui', 'oui', 'autre', 'oui']",4.0,non,['Parties liées par inclusion'],1.0,,,,REVISAR,moyenne-élevée,"[('las', 'DET'), ('células', 'NOUN'), ('están', 'AUX'), ('agrupadas', 'ADJ'), ('en', 'ADP'), ('capas', 'NOUN')]",[],"[('las', 'el'), ('células', 'célula'), ('están', 'estar'), ('agrupadas', 'agrupar'), ('en', 'en'), ('capas', 'capa')]","[('las', 2, 'det'), ('células', 4, 'nsubj:pass'), ('están', 4, 'aux:pass'), ('agrupadas', 0, 'root'), ('en', 6, 'case'), ('capas', 4, 'obl')]"
M47,396,meronymie,Parties liées par inclusion,law,"realice fuera de el territorio nacional por españoles o extranjeros , si los responsables están integrados en bandas armadas , rebeldes u organizaciones terroristas que operen en España o cooperen",los responsables están integrados en bandas,"['AMP', 'N5-6P', 'VDR3P-', 'VC--PM', 'P', 'N5-FP']","['los', 'responsables', 'están', 'integrados', 'en', 'bandas']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,moyenne-élevée,"[('los', 'DET'), ('responsables', 'NOUN'), ('están', 'AUX'), ('integrados', 'ADJ'), ('en', 'ADP'), ('bandas', 'NOUN')]",[],"[('los', 'el'), ('responsables', 'responsable'), ('están', 'estar'), ('integrados', 'integrado'), ('en', 'en'), ('bandas', 'banda')]","[('los', 2, 'det'), ('responsables', 4, 'nsubj'), ('están', 4, 'cop'), ('integrados', 0, 'root'), ('en', 6, 'case'), ('bandas', 4, 'obl')]"
M47,397,meronymie,Parties liées par inclusion,law,"alta en el Régimen_Especial_de_la_Seguridad_Social_de_Trabajadores por Cuenta_Propia o Autónomos Cuando , reuniéndo se los requisitos para estar incluidos en el Régimen_Especial_de_la_Seguridad_Social_de_Trabajadores por Cuenta_Propia o Autónomos , no se hubiera solicitado la preceptiva alta en los términos",los requisitos para estar incluidos en el Régimen_Especial_de_la_Seguridad_Social_de_Trabajadores por Cuenta_Propia o,"['AMP', 'N5-MP', 'P', 'VI----', 'VC--PM', 'P', 'AMS', 'N4666', 'P', 'N4666', 'C']","['los', 'requisitos', 'para', 'estar', 'incluidos', 'en', 'el', 'Régimen_Especial_de_la_Seguridad_Social_de_Trabajadores', 'por', 'Cuenta_Propia', 'o']","['oui', 'non', 'oui', nan]",1.0,non,['Parties liées par inclusion'],1.0,,,,CM en surface,moyenne-élevée,"[('los', 'DET'), ('requisitos', 'NOUN'), ('para', 'ADP'), ('estar', 'AUX'), ('incluidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('Régimen', 'PROPN'), ('_Especial', 'PROPN'), ('_de', 'ADP'), ('_la', 'DET'), ('_Seguridad', 'PROPN'), ('_Social', 'PROPN'), ('_de', 'ADP'), ('_Trabajadores', 'PROPN'), ('por', 'ADP'), ('Cuenta', 'PROPN'), ('_Propia', 'PROPN'), ('o', 'CCONJ')]","[('Régimen_Especial_de_la_Seguridad_Social_de_Trabajadores por Cuenta_Propia', 'MISC')]","[('los', 'el'), ('requisitos', 'requisito'), ('para', 'para'), ('estar', 'estar'), ('incluidos', 'incluido'), ('en', 'en'), ('el', 'el'), ('Régimen', 'Régimen'), ('_Especial', '_especial'), ('_de', '_de'), ('_la', 'el'), ('_Seguridad', '_Seguridad'), ('_Social', '_Social'), ('_de', '_de'), ('_Trabajadores', '_Trabajadores'), ('por', 'por'), ('Cuenta', 'contar'), ('_Propia', '_Propia'), ('o', 'o')]","[('los', 2, 'det'), ('requisitos', 0, 'root'), ('para', 5, 'case'), ('estar', 5, 'cop'), ('incluidos', 2, 'advcl'), ('en', 8, 'case'), ('el', 8, 'det'), ('Régimen', 5, 'obl'), ('_Especial', 8, 'amod'), ('_de', 12, 'case'), ('_la', 12, 'det'), ('_Seguridad', 8, 'nmod'), ('_Social', 12, 'amod'), ('_de', 15, 'case'), ('_Trabajadores', 12, 'nmod'), ('por', 17, 'case'), ('Cuenta', 5, 'obl:agent'), ('_Propia', 17, 'flat'), ('o', 2, 'conj')]"
M48,398,meronymie,Parties liées par inclusion,environment,"las poblaciones francesas o españolas más cercanas . DESCRIPCIÓN GENERAL DEL ÁREA El área de estudio pertenece a el Pirineo aragonés occidental , que se extiende desde Navarra hasta el interfluvio de",El área de estudio pertenece a el Pirineo,"['AMS', 'N5-FS', 'P', 'N5-MS', 'VDR3S-', 'P', 'AMS', 'N4666']","['El', 'área', 'de', 'estudio', 'pertenece', 'a', 'el', 'Pirineo']","['non', 'oui', nan, 'autre']",1.0,oui,"['Expression des parties locatives ou temporelles', 'Parties liées par inclusion']",2.0,oui+,,,Zone-lieu,elévée,"[('El', 'DET'), ('área', 'NOUN'), ('de', 'ADP'), ('estudio', 'NOUN'), ('pertenece', 'VERB'), ('a', 'ADP'), ('el', 'DET'), ('Pirineo', 'PROPN')]","[('Pirineo', 'LOC')]","[('El', 'el'), ('área', 'área'), ('de', 'de'), ('estudio', 'estudio'), ('pertenece', 'pertenecer'), ('a', 'a'), ('el', 'el'), ('Pirineo', 'Pirineo')]","[('El', 2, 'det'), ('área', 5, 'nsubj'), ('de', 4, 'case'), ('estudio', 2, 'nmod'), ('pertenece', 0, 'root'), ('a', 8, 'case'), ('el', 8, 'det'), ('Pirineo', 5, 'obl')]"
M48,399,meronymie,Parties liées par inclusion,linguistics,vinculadas con el canal : la totalidad de los textos que componen el corpus pertenecen a la comunicación gráfica . El abstract y el comentario crítico se incluyen en una,el corpus pertenecen a la comunicación,"['AMS', 'N5-M6', 'VDR3P-', 'P', 'AFS', 'N5-FS']","['el', 'corpus', 'pertenecen', 'a', 'la', 'comunicación']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,elévée,"[('el', 'DET'), ('corpus', 'NOUN'), ('pertenecen', 'VERB'), ('a', 'ADP'), ('la', 'DET'), ('comunicación', 'NOUN')]",[],"[('el', 'el'), ('corpus', 'corpus'), ('pertenecen', 'pertenecer'), ('a', 'a'), ('la', 'el'), ('comunicación', 'comunicación')]","[('el', 2, 'det'), ('corpus', 3, 'nsubj'), ('pertenecen', 0, 'root'), ('a', 6, 'case'), ('la', 6, 'det'), ('comunicación', 3, 'obl')]"
M48,400,meronymie,Parties liées par inclusion,law,"de tres y seis fiestas , respectivamente . El Consejo_de_Estado considera que la norma pertenece a el ámbito de la legislación laboral que compete establecer a el Estado , en base",la norma pertenece a el ámbito de,"['AFS', 'N5-FS', 'VDR3S-', 'P', 'AMS', 'N5-MS', 'P']","['la', 'norma', 'pertenece', 'a', 'el', 'ámbito', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties liées par inclusion'],1.0,oui,,,,elévée,"[('la', 'DET'), ('norma', 'NOUN'), ('pertenece', 'VERB'), ('a', 'ADP'), ('el', 'DET'), ('ámbito', 'NOUN'), ('de', 'ADP')]",[],"[('la', 'el'), ('norma', 'norma'), ('pertenece', 'pertenecer'), ('a', 'a'), ('el', 'el'), ('ámbito', 'ámbito'), ('de', 'de')]","[('la', 2, 'det'), ('norma', 3, 'nsubj'), ('pertenece', 0, 'root'), ('a', 6, 'case'), ('el', 6, 'det'), ('ámbito', 3, 'obl:arg'), ('de', 3, 'punct')]"
M48,401,meronymie,Parties liées par inclusion,computer_science,"está disponible para aplicaciones civiles aunque con ciertas restricciones , ya que el sistema de satélites pertenece a el gobierno de los Estados_Unidos quién permite su uso limitado para fines distintos a el",el sistema de satélites pertenece a el gobierno de,"['AMS', 'N5-MS', 'P', 'N5-6P', 'V8R6S-', 'P', 'AMS', 'N5-MS', 'P']","['el', 'sistema', 'de', 'satélites', 'pertenece', 'a', 'el', 'gobierno', 'de']","['non', 'oui', nan, 'oui']",1.0,non,['Parties liées par inclusion'],1.0,,,,appartience,elévée,"[('el', 'DET'), ('sistema', 'NOUN'), ('de', 'ADP'), ('satélites', 'NOUN'), ('pertenece', 'VERB'), ('a', 'ADP'), ('el', 'DET'), ('gobierno', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('sistema', 'sistema'), ('de', 'de'), ('satélites', 'satélite'), ('pertenece', 'pertenecer'), ('a', 'a'), ('el', 'el'), ('gobierno', 'gobierno'), ('de', 'de')]","[('el', 2, 'det'), ('sistema', 5, 'nsubj'), ('de', 4, 'case'), ('satélites', 2, 'nmod'), ('pertenece', 0, 'root'), ('a', 8, 'case'), ('el', 8, 'det'), ('gobierno', 5, 'obj'), ('de', 5, 'punct')]"
