cm_id,example_id,relation,subrelation,field,context,sent_context,CM,relation_presence,subrelation_presence,POS_Tags,NER_Tags,Lemmas,Dependencies,relation_presence_id,subrelation_presence_id
M52,490,meronymie,parties liées par inclusion,environment,"en este trabajo , sin perjuicio de señalar que la regionalización de el Estado conlleva una multiplicidad de regulaciones sobre los más diversos aspectos relativos a el medio ambiente , fracturando de","en este trabajo , sin perjuicio de señalar que la regionalización del estado conlleva una multiplicidad de regulaciones sobre los más diversos aspectos relativos al medio ambiente , fracturando de",el estado conlleva una multiplicidad de regulaciones sobre,non,not_applicable,"[('el', 'DET'), ('Estado', 'PROPN'), ('conlleva', 'VERB'), ('una', 'DET'), ('multiplicidad', 'NOUN'), ('de', 'ADP'), ('regulaciones', 'NOUN'), ('sobre', 'ADP')]","[('Estado', 'ORG')]","[('el', 'el'), ('Estado', 'Estado'), ('conlleva', 'conllevar'), ('una', 'uno'), ('multiplicidad', 'multiplicidad'), ('de', 'de'), ('regulaciones', 'regulación'), ('sobre', 'sobre')]","[('el', 2, 'det'), ('Estado', 3, 'nsubj'), ('conlleva', 0, 'root'), ('una', 5, 'det'), ('multiplicidad', 3, 'obj'), ('de', 7, 'case'), ('regulaciones', 5, 'nmod'), ('sobre', 7, 'amod')]",1,2
M52,491,meronymie,parties liées par inclusion,environment,caso las Partes informarán a la Secretaría de la excepciones concedidas . El Apéndice II incluye las especies migratorias que deban ser objeto de Acuerdos . Incluye las especies cuyo,el apéndice ii incluye las especies migratorias que deban ser objeto de acuerdos .,el apéndice ii incluye las especies,oui,oui+,"[('El', 'DET'), ('Apéndice', 'PROPN'), ('II', 'NUM'), ('incluye', 'VERB'), ('las', 'DET'), ('especies', 'NOUN')]","[('Apéndice II', 'MISC')]","[('El', 'el'), ('Apéndice', 'apéndice'), ('II', 'ii'), ('incluye', 'incluir'), ('las', 'el'), ('especies', 'especie')]","[('El', 2, 'det'), ('Apéndice', 4, 'nsubj'), ('II', 2, 'nummod'), ('incluye', 0, 'root'), ('las', 6, 'det'), ('especies', 4, 'obj')]",0,3
M52,492,meronymie,parties liées par inclusion,linguistics,"tabla 5 las características mencionadas por los estudiantes . Las definiciones de el corpus incluyen la propiedad fluid , que se puede entender como un marcador semántico , así","las definiciones del corpus incluyen la propiedad fluid , que se puede entender como un marcador semántico , así",el corpus incluyen la propiedad,oui,oui,"[('el', 'DET'), ('corpus', 'NOUN'), ('incluyen', 'VERB'), ('la', 'DET'), ('propiedad', 'NOUN')]",[],"[('el', 'el'), ('corpus', 'corpus'), ('incluyen', 'incluir'), ('la', 'el'), ('propiedad', 'propiedad')]","[('el', 2, 'det'), ('corpus', 3, 'nsubj'), ('incluyen', 0, 'root'), ('la', 5, 'det'), ('propiedad', 3, 'obj')]",0,0
M52,493,meronymie,parties liées par inclusion,general,de el eje delantero y otro grande detrás . El cuerpo de la bomba de aceite incluye una bomba de retorno que se encarga de aspirar el aceite de el depósito pequeño para,el cuerpo de la bomba de aceite incluye una bomba de retorno que se encarga de aspirar el aceite del depósito pequeño para,la bomba de aceite incluye una bomba de retorno,oui,oui,"[('la', 'DET'), ('bomba', 'NOUN'), ('de', 'ADP'), ('aceite', 'NOUN'), ('incluye', 'VERB'), ('una', 'DET'), ('bomba', 'NOUN'), ('de', 'ADP'), ('retorno', 'NOUN')]",[],"[('la', 'el'), ('bomba', 'bomba'), ('de', 'de'), ('aceite', 'aceite'), ('incluye', 'incluir'), ('una', 'uno'), ('bomba', 'bomba'), ('de', 'de'), ('retorno', 'retorno')]","[('la', 2, 'det'), ('bomba', 5, 'nsubj'), ('de', 4, 'case'), ('aceite', 2, 'nmod'), ('incluye', 0, 'root'), ('una', 7, 'det'), ('bomba', 5, 'obj'), ('de', 9, 'case'), ('retorno', 7, 'nmod')]",0,0
M52,494,meronymie,parties liées par inclusion,general,"playa de Hawai . A el lado de la mencionada instantánea , el tabloide incluía una frase atribuida a la madre de una adolescente británica que falleció a consecuencia","a el lado de la mencionada instantánea , el tabloide incluía una frase atribuida a la madre de una adolescente británica que falleció a consecuencia",el tabloide incluía una frase,oui,oui,"[('el', 'DET'), ('tabloide', 'NOUN'), ('incluía', 'VERB'), ('una', 'DET'), ('frase', 'NOUN')]",[],"[('el', 'el'), ('tabloide', 'tabloide'), ('incluía', 'incluir'), ('una', 'uno'), ('frase', 'frase')]","[('el', 2, 'det'), ('tabloide', 3, 'nsubj'), ('incluía', 0, 'root'), ('una', 5, 'det'), ('frase', 3, 'obj')]",0,0
M52,495,meronymie,parties liées par inclusion,linguistics,la de Vázquez_Montalbán . El enfoque cualitativo usado por la perito de la acusación comprendía el análisis de versos aislados en los cuatro textos traducidos que se compararon de acuerdo con,el enfoque cualitativo usado por la perito de la acusación comprendía el análisis de versos aislados en los cuatro textos traducidos que se compararon de acuerdo con,la acusación comprendía el análisis de versos,oui,oui,"[('la', 'DET'), ('acusación', 'NOUN'), ('comprendía', 'VERB'), ('el', 'DET'), ('análisis', 'NOUN'), ('de', 'ADP'), ('versos', 'NOUN')]",[],"[('la', 'el'), ('acusación', 'acusación'), ('comprendía', 'comprender'), ('el', 'el'), ('análisis', 'análisis'), ('de', 'de'), ('versos', 'verso')]","[('la', 2, 'det'), ('acusación', 3, 'nsubj'), ('comprendía', 0, 'root'), ('el', 5, 'det'), ('análisis', 3, 'obj'), ('de', 7, 'case'), ('versos', 5, 'nmod')]",0,0
M52,496,meronymie,parties liées par inclusion,law,"las enseñanzas universitarias y técnica superior , lo que puede explicar que el Grupo de clasificación A comprenda los empleos de Teniente , pero nóte se que la inclusión de este Grupo se hace sin","las enseñanzas universitarias y técnica superior , lo que puede explicar que el grupo de clasificación a comprenda los empleos de teniente , pero nóte se que la inclusión de este grupo se hace sin","el grupo de clasificación a comprenda los empleos de teniente ,",oui,oui,"[('el', 'DET'), ('Grupo', 'PROPN'), ('de', 'ADP'), ('clasificación', 'PROPN'), ('A', 'PROPN'), ('comprenda', 'VERB'), ('los', 'DET'), ('empleos', 'NOUN'), ('de', 'ADP'), ('Teniente', 'PROPN'), (',', 'PUNCT')]","[('Teniente', 'PER')]","[('el', 'el'), ('Grupo', 'Grupo'), ('de', 'de'), ('clasificación', 'clasificación'), ('A', 'a'), ('comprenda', 'comprender'), ('los', 'el'), ('empleos', 'empleo'), ('de', 'de'), ('Teniente', 'teniente'), (',', ',')]","[('el', 2, 'det'), ('Grupo', 6, 'nsubj'), ('de', 4, 'case'), ('clasificación', 2, 'nmod'), ('A', 4, 'flat'), ('comprenda', 0, 'root'), ('los', 8, 'det'), ('empleos', 6, 'obj'), ('de', 10, 'case'), ('Teniente', 8, 'nmod'), (',', 6, 'punct')]",0,0
M52,497,meronymie,parties liées par inclusion,law,"« cuando las circunstancias lo exijan » de el apartado 2 de el artículo 91 incluyen el caso de que una Parte_Contratante haga uso de su derecho de evocación , de","« cuando las circunstancias lo exijan » del apartado 2 del artículo 91 incluyen el caso de que una parte_contratante haga uso de su derecho de evocación , de",el artículo 91 incluyen el caso de,oui,oui,"[('el', 'DET'), ('artículo', 'NOUN'), ('91', 'NUM'), ('incluyen', 'VERB'), ('el', 'DET'), ('caso', 'NOUN'), ('de', 'ADP')]","[('artículo 91', 'MISC')]","[('el', 'el'), ('artículo', 'artículo'), ('91', '91'), ('incluyen', 'incluir'), ('el', 'el'), ('caso', 'caso'), ('de', 'de')]","[('el', 2, 'det'), ('artículo', 4, 'nsubj'), ('91', 2, 'appos'), ('incluyen', 0, 'root'), ('el', 6, 'det'), ('caso', 4, 'obj'), ('de', 4, 'punct')]",0,0
M52,498,meronymie,parties liées par inclusion,economy,"mantener la en línea con el sistema social que la rodea . La estrategia de vigilancia conlleva una situación de alerta constante entre la organización y su sistema social , de manera","la estrategia de vigilancia conlleva una situación de alerta constante entre la organización y su sistema social , de manera",la estrategia de vigilancia conlleva una situación de,non,not_applicable,"[('La', 'DET'), ('estrategia', 'NOUN'), ('de', 'ADP'), ('vigilancia', 'NOUN'), ('conlleva', 'VERB'), ('una', 'DET'), ('situación', 'NOUN'), ('de', 'ADP')]",[],"[('La', 'el'), ('estrategia', 'estrategia'), ('de', 'de'), ('vigilancia', 'vigilancia'), ('conlleva', 'conllevar'), ('una', 'uno'), ('situación', 'situación'), ('de', 'de')]","[('La', 2, 'det'), ('estrategia', 5, 'nsubj'), ('de', 4, 'case'), ('vigilancia', 2, 'nmod'), ('conlleva', 0, 'root'), ('una', 7, 'det'), ('situación', 5, 'obj'), ('de', 5, 'punct')]",1,2
M52,499,meronymie,parties liées par inclusion,economy,". Características de el puesto y condiciones laborales Las características relacionadas con el trabajo incluyen la antigüedad ( Kim y Rowley , 2005 ; Morris y Sherman , 1981 ) , el","características del puesto y condiciones laborales las características relacionadas con el trabajo incluyen la antigüedad ( kim y rowley , 2005 ; morris y sherman , 1981 ) , el",el trabajo incluyen la antigüedad ( kim y,non,not_applicable,"[('el', 'DET'), ('trabajo', 'NOUN'), ('incluyen', 'VERB'), ('la', 'DET'), ('antigüedad', 'NOUN'), ('(', 'PUNCT'), ('Kim', 'PROPN'), ('y', 'CCONJ')]","[('Kim', 'PER')]","[('el', 'el'), ('trabajo', 'trabajo'), ('incluyen', 'incluir'), ('la', 'el'), ('antigüedad', 'antigüedad'), ('(', '('), ('Kim', 'Kim'), ('y', 'y')]","[('el', 2, 'det'), ('trabajo', 3, 'nsubj'), ('incluyen', 0, 'root'), ('la', 5, 'det'), ('antigüedad', 3, 'obj'), ('(', 7, 'punct'), ('Kim', 5, 'appos'), ('y', 7, 'cc')]",1,2
M52,500,meronymie,parties liées par inclusion,economy,"dependería de los medios empleados para ello . « La caballerosidad en los negocios incluye el espíritu de el bien público » , sostenía Marshall , y según él correspondía","« la caballerosidad en los negocios incluye el espíritu del bien público » , sostenía marshall , y según él correspondía",los negocios incluye el espíritu de,oui,oui,"[('los', 'DET'), ('negocios', 'NOUN'), ('incluye', 'VERB'), ('el', 'DET'), ('espíritu', 'NOUN'), ('de', 'ADP')]",[],"[('los', 'el'), ('negocios', 'negocio'), ('incluye', 'incluir'), ('el', 'el'), ('espíritu', 'espíritu'), ('de', 'de')]","[('los', 2, 'det'), ('negocios', 3, 'nsubj'), ('incluye', 0, 'root'), ('el', 5, 'det'), ('espíritu', 3, 'obj'), ('de', 5, 'amod')]",0,0
M52,501,meronymie,parties liées par inclusion,economy,"resolver esta indeterminación y encontrar a los parados , algunos analistas de el mercado de trabajo incluyen el salario mínimo en su análisis . Igual que ocurre en otros mercados cuando","resolver esta indeterminación y encontrar a los parados , algunos analistas del mercado de trabajo incluyen el salario mínimo en su análisis .",el mercado de trabajo incluyen el salario,oui,oui,"[('el', 'DET'), ('mercado', 'NOUN'), ('de', 'ADP'), ('trabajo', 'NOUN'), ('incluyen', 'VERB'), ('el', 'DET'), ('salario', 'NOUN')]",[],"[('el', 'el'), ('mercado', 'mercado'), ('de', 'de'), ('trabajo', 'trabajo'), ('incluyen', 'incluir'), ('el', 'el'), ('salario', 'salario')]","[('el', 2, 'det'), ('mercado', 5, 'nsubj'), ('de', 4, 'case'), ('trabajo', 2, 'nmod'), ('incluyen', 0, 'root'), ('el', 7, 'det'), ('salario', 5, 'obj')]",0,0
M52,502,meronymie,parties liées par inclusion,economy,"los hayan aceptado "" ( art. II.3_Acuerdo_OMC ) . En concreto , el anexo 4 incluye el Acuerdo sobre el Comercio_de_Aeronaves_Civiles , el Acuerdo sobre Contratación_Pública , el Acuerdo_Internacional_de_los_Productos_Lácteos y el","en concreto , el anexo 4 incluye el acuerdo sobre el comercio_de_aeronaves_civiles , el acuerdo sobre contratación_pública , el acuerdo_internacional_de_los_productos_lácteos y el",el anexo 4 incluye el acuerdo sobre,oui,oui,"[('el', 'DET'), ('anexo', 'NOUN'), ('4', 'NUM'), ('incluye', 'VERB'), ('el', 'DET'), ('Acuerdo', 'PROPN'), ('sobre', 'ADP')]","[('Acuerdo sobre', 'MISC')]","[('el', 'el'), ('anexo', 'anexo'), ('4', '4'), ('incluye', 'incluir'), ('el', 'el'), ('Acuerdo', 'Acuerdo'), ('sobre', 'sobre')]","[('el', 2, 'det'), ('anexo', 4, 'nsubj'), ('4', 2, 'nummod'), ('incluye', 0, 'root'), ('el', 6, 'det'), ('Acuerdo', 4, 'obj'), ('sobre', 6, 'amod')]",0,0
M52,503,meronymie,parties liées par inclusion,medicine,"cromosomas a la mitad , asegurando así_que , tras la fecundación , el cigoto albergará el juego completo de cromosomas . Tres son las estructuras fundamentales comprometidas en la","cromosomas a la mitad , asegurando así_que , tras la fecundación , el cigoto albergará el juego completo de cromosomas .",el cigoto albergará el juego,oui,oui,"[('el', 'DET'), ('cigoto', 'NOUN'), ('albergará', 'VERB'), ('el', 'DET'), ('juego', 'NOUN')]",[],"[('el', 'el'), ('cigoto', 'cigoto'), ('albergará', 'albergar'), ('el', 'el'), ('juego', 'juego')]","[('el', 2, 'det'), ('cigoto', 3, 'nsubj'), ('albergará', 0, 'root'), ('el', 5, 'det'), ('juego', 3, 'obj')]",0,0
M52,504,meronymie,parties liées par inclusion,medicine,sobre los genes involucrados en el proceso neoplásico . Los proyectos para el futuro incluyen el estudio de la función de los genes con la determinación de las proteínas que,los proyectos para el futuro incluyen el estudio de la función de los genes con la determinación de las proteínas que,el futuro incluyen el estudio de,oui,oui,"[('el', 'DET'), ('futuro', 'NOUN'), ('incluyen', 'VERB'), ('el', 'DET'), ('estudio', 'NOUN'), ('de', 'ADP')]",[],"[('el', 'el'), ('futuro', 'futuro'), ('incluyen', 'incluir'), ('el', 'el'), ('estudio', 'estudio'), ('de', 'de')]","[('el', 2, 'det'), ('futuro', 3, 'nsubj'), ('incluyen', 0, 'root'), ('el', 5, 'det'), ('estudio', 3, 'obj'), ('de', 3, 'punct')]",0,0
M52,505,meronymie,parties liées par inclusion,law,"para establecer Registros_Industriales en sus respectivos territorios . Ámbito y contenido . El Registro_de_Establecimientos_Industriales comprenderá las actividades e instalaciones a las que se refiere el artículo 3 de la presente Ley ,","el registro_de_establecimientos_industriales comprenderá las actividades e instalaciones a las que se refiere el artículo 3 de la presente ley ,",el registro_de_establecimientos_industriales comprenderá las actividades e instalaciones a,oui,oui,"[('El', 'DET'), ('Registro', 'PROPN'), ('_de', 'ADP'), ('_Establecimientos', 'PROPN'), ('_Industriales', 'PROPN'), ('comprenderá', 'VERB'), ('las', 'DET'), ('actividades', 'NOUN'), ('e', 'CCONJ'), ('instalaciones', 'NOUN'), ('a', 'ADP')]","[('Registro_de_Establecimientos_Industriales', 'MISC')]","[('El', 'el'), ('Registro', 'Registro'), ('_de', '_de'), ('_Establecimientos', '_Establecimientos'), ('_Industriales', '_industriales'), ('comprenderá', 'comprender'), ('las', 'el'), ('actividades', 'actividad'), ('e', 'e'), ('instalaciones', 'instalación'), ('a', 'a')]","[('El', 2, 'det'), ('Registro', 6, 'nsubj'), ('_de', 4, 'case'), ('_Establecimientos', 2, 'nmod'), ('_Industriales', 4, 'amod'), ('comprenderá', 0, 'root'), ('las', 8, 'det'), ('actividades', 6, 'obj'), ('e', 10, 'cc'), ('instalaciones', 8, 'conj'), ('a', 6, 'advmod')]",0,0
M52,506,meronymie,parties liées par inclusion,law,"un Estado_de_la_AELC establecidos en el territorio de cualquiera de estos Estados . La libertad de establecimiento comprenderá el acceso a las actividades por cuenta propia y su ejercicio , así como la","la libertad de establecimiento comprenderá el acceso a las actividades por cuenta propia y su ejercicio , así como la",la libertad de establecimiento comprenderá el acceso a,oui,oui,"[('La', 'DET'), ('libertad', 'NOUN'), ('de', 'ADP'), ('establecimiento', 'NOUN'), ('comprenderá', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP')]",[],"[('La', 'el'), ('libertad', 'libertad'), ('de', 'de'), ('establecimiento', 'establecimiento'), ('comprenderá', 'comprender'), ('el', 'el'), ('acceso', 'acceso'), ('a', 'a')]","[('La', 2, 'det'), ('libertad', 5, 'nsubj'), ('de', 4, 'case'), ('establecimiento', 2, 'nmod'), ('comprenderá', 0, 'root'), ('el', 7, 'det'), ('acceso', 5, 'obj'), ('a', 5, 'advmod')]",0,0
M53,507,meronymie,parties liées par inclusion,law,. Hay que partir ante todo de que la regulación anterior de los Consejos_Territoriales estaba contenida en el Real_Decreto de 24_de_julio_de_1985 ; que era el que establecía su composición con igualdad de miembros estatales,hay que partir ante todo de que la regulación anterior de los consejos_territoriales estaba contenida en el real_decreto de 24_de_julio_de_1985 ; que era el que establecía su composición con igualdad de miembros estatales,los consejos_territoriales estaba contenida en el real_decreto de 24_de_julio_de_1985 ;,oui,oui,"[('los', 'DET'), ('Consejos', 'PROPN'), ('_Territoriales', 'PROPN'), ('estaba', 'AUX'), ('contenida', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('Real', 'PROPN'), ('_Decreto', 'PROPN'), ('de', 'ADP'), ('24', 'NUM'), ('_de_julio', 'PROPN'), ('_de', 'ADP'), ('_1985', 'NUM'), (';', 'PUNCT')]","[('Consejos_Territoriales', 'ORG'), ('Real_Decreto', 'MISC')]","[('los', 'el'), ('Consejos', 'consejos'), ('_Territoriales', '_territoriales'), ('estaba', 'estar'), ('contenida', 'contenido'), ('en', 'en'), ('el', 'el'), ('Real', 'Real'), ('_Decreto', '_decreto'), ('de', 'de'), ('24', '24'), ('_de_julio', '_de_julio'), ('_de', '_de'), ('_1985', '_1985'), (';', ';')]","[('los', 2, 'det'), ('Consejos', 5, 'nsubj:pass'), ('_Territoriales', 2, 'amod'), ('estaba', 5, 'aux:pass'), ('contenida', 0, 'root'), ('en', 9, 'case'), ('el', 9, 'det'), ('Real', 9, 'amod'), ('_Decreto', 5, 'obl'), ('de', 12, 'case'), ('24', 12, 'nummod'), ('_de_julio', 9, 'nmod'), ('_de', 14, 'case'), ('_1985', 12, 'nmod'), (';', 5, 'punct')]",0,0
M53,508,meronymie,parties liées par inclusion,computer_science,"ORECT(x1ñy1ñx2ñy2) es el conjunto de palabras uñv tales que el punto de el plano (dec(u),_dec(v)) está contenido en el rectángulo que tiene como vértices opuestos los puntos (dec(x1),_dec(_y1))_y_(dec(x2),_dec(y2)) . Por ejemplo ,","orect(x1ñy1ñx2ñy2) es el conjunto de palabras uñv tales que el punto del plano (dec(u),_dec(v)) está contenido en el rectángulo que tiene como vértices opuestos los puntos (dec(x1),_dec(_y1))_y_(dec(x2),_dec(y2)) .","el plano (dec(u),_dec(v)) está contenido en el rectángulo",oui,oui,"[('el', 'DET'), ('plano', 'NOUN'), ('(', 'PUNCT'), ('dec(', 'PROPN'), ('u', 'X'), (')', 'PUNCT'), (',', 'PUNCT'), ('_dec(', 'X'), ('v', 'X'), (')', 'PUNCT'), (')', 'PUNCT'), ('está', 'AUX'), ('contenido', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('rectángulo', 'NOUN')]",[],"[('el', 'el'), ('plano', 'plano'), ('(', '('), ('dec(', 'dec('), ('u', 'u'), (')', ')'), (',', ','), ('_dec(', '_dec('), ('v', 'v'), (')', ')'), (')', ')'), ('está', 'estar'), ('contenido', 'contenido'), ('en', 'en'), ('el', 'el'), ('rectángulo', 'rectángulo')]","[('el', 2, 'det'), ('plano', 13, 'nsubj'), ('(', 5, 'punct'), ('dec(', 5, 'compound'), ('u', 2, 'appos'), (')', 5, 'punct'), (',', 9, 'punct'), ('_dec(', 9, 'compound'), ('v', 5, 'dep'), (')', 9, 'punct'), (')', 5, 'punct'), ('está', 13, 'cop'), ('contenido', 0, 'root'), ('en', 16, 'case'), ('el', 16, 'det'), ('rectángulo', 13, 'obl')]",0,0
M53,509,meronymie,parties liées par inclusion,medicine,"o ATP ( Figura 1-13 ) . La energía libre útil de la molécula de ATP está contenida en enlaces fosfoanhídrido de alta energía , que se forman a partir de la condensación de","la energía libre útil de la molécula de atp está contenida en enlaces fosfoanhídrido de alta energía , que se forman a partir de la condensación de",la molécula de atp está contenida en enlaces fosfoanhídrido de,oui,oui,"[('la', 'DET'), ('molécula', 'NOUN'), ('de', 'ADP'), ('ATP', 'PROPN'), ('está', 'AUX'), ('contenida', 'ADJ'), ('en', 'ADP'), ('enlaces', 'NOUN'), ('fosfoanhídrido', 'ADJ'), ('de', 'ADP')]","[('ATP', 'MISC')]","[('la', 'el'), ('molécula', 'molécula'), ('de', 'de'), ('ATP', 'ATP'), ('está', 'estar'), ('contenida', 'contenido'), ('en', 'en'), ('enlaces', 'enlace'), ('fosfoanhídrido', 'fosfoanhídrido'), ('de', 'de')]","[('la', 2, 'det'), ('molécula', 6, 'nsubj'), ('de', 4, 'case'), ('ATP', 2, 'nmod'), ('está', 6, 'cop'), ('contenida', 0, 'root'), ('en', 8, 'case'), ('enlaces', 6, 'obl'), ('fosfoanhídrido', 8, 'amod'), ('de', 6, 'punct')]",0,0
M53,510,meronymie,parties liées par inclusion,medicine,"los mortinatos y en 0,6 % de los recién nacidos vivos . Los genes están contenidos en los cromosomas . Tenemos dos copias de cada uno ( materna y paterna ) ,",los genes están contenidos en los cromosomas .,los genes están contenidos en los cromosomas .,oui,oui,"[('Los', 'DET'), ('genes', 'NOUN'), ('están', 'AUX'), ('contenidos', 'ADJ'), ('en', 'ADP'), ('los', 'DET'), ('cromosomas', 'NOUN'), ('.', 'PUNCT')]",[],"[('Los', 'el'), ('genes', 'gen'), ('están', 'estar'), ('contenidos', 'contenido'), ('en', 'en'), ('los', 'el'), ('cromosomas', 'cromosoma'), ('.', '.')]","[('Los', 2, 'det'), ('genes', 4, 'nsubj'), ('están', 4, 'cop'), ('contenidos', 0, 'root'), ('en', 7, 'case'), ('los', 7, 'det'), ('cromosomas', 4, 'obl'), ('.', 4, 'punct')]",0,0
M53,511,meronymie,parties liées par inclusion,linguistics,los contenidos mentales no son innatos sino adquiridos . La teoría de el conocimiento de Locke está contenida en An_Essay_Concerning_Human_Understanding . Locke critica todo tipo de innatismo y considera que la mente es como,la teoría del conocimiento de locke está contenida en an_essay_concerning_human_understanding .,el conocimiento de locke está contenida en an_essay_concerning_human_understanding . locke,oui,oui+,"[('el', 'DET'), ('conocimiento', 'NOUN'), ('de', 'ADP'), ('Locke', 'PROPN'), ('está', 'AUX'), ('contenida', 'ADJ'), ('en', 'ADP'), ('An_Essay', 'PROPN'), ('_Concerning', 'PROPN'), ('_Human', 'PROPN'), ('_Understanding', 'PROPN'), ('.', 'PUNCT'), ('Locke', 'PROPN')]","[('Locke', 'PER'), ('An_Essay_Concerning_Human_Understanding', 'MISC'), ('Locke', 'PER')]","[('el', 'el'), ('conocimiento', 'conocimiento'), ('de', 'de'), ('Locke', 'locke'), ('está', 'estar'), ('contenida', 'contenido'), ('en', 'en'), ('An_Essay', 'an_essay'), ('_Concerning', '_concerning'), ('_Human', '_Human'), ('_Understanding', '_understanding'), ('.', '.'), ('Locke', 'locke')]","[('el', 2, 'det'), ('conocimiento', 6, 'nsubj:pass'), ('de', 4, 'case'), ('Locke', 2, 'nmod'), ('está', 6, 'cop'), ('contenida', 0, 'root'), ('en', 8, 'case'), ('An_Essay', 6, 'obl'), ('_Concerning', 8, 'flat'), ('_Human', 8, 'flat'), ('_Understanding', 8, 'flat'), ('.', 6, 'punct'), ('Locke', 0, 'root')]",0,3
M53,512,meronymie,parties liées par inclusion,law,"y el valor de las reparaciones en 2.2.85.000 pesetas por lo que la ruina estaba comprendida en el artículo 12.1.b) de el Reglamento_de_Disciplina_Urbanística . El Ayuntamiento , en acuerdo de 1_de_diciembre_de_1987 declaró el",y el valor de las reparaciones en 2.2.85.000 pesetas por lo que la ruina estaba comprendida en el artículo 12.1.b) del reglamento_de_disciplina_urbanística .,la ruina estaba comprendida en el artículo 12.1.b) de,oui,oui,"[('la', 'DET'), ('ruina', 'NOUN'), ('estaba', 'AUX'), ('comprendida', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('artículo', 'NOUN'), ('12.1.b', 'NUM'), (')', 'PUNCT'), ('de', 'ADP')]","[('artículo 12.1.b', 'MISC')]","[('la', 'el'), ('ruina', 'ruina'), ('estaba', 'estar'), ('comprendida', 'comprendido'), ('en', 'en'), ('el', 'el'), ('artículo', 'artículo'), ('12.1.b', '121.b'), (')', ')'), ('de', 'de')]","[('la', 2, 'det'), ('ruina', 4, 'nsubj'), ('estaba', 4, 'cop'), ('comprendida', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('artículo', 4, 'obl'), ('12.1.b', 7, 'appos'), (')', 4, 'punct'), ('de', 4, 'punct')]",0,0
M54,513,meronymie,parties liées par inclusion,economy,", de una Sociedad mercantil con un sólo socio . Consecuentemente , la Junta_General está formada por el Pleno_del_Ayuntamiento , de manera que , en principio , la voluntad social y la voluntad municipal","consecuentemente , la junta_general está formada por el pleno_del_ayuntamiento , de manera que , en principio , la voluntad social y la voluntad municipal","la junta_general está formada por el pleno_del_ayuntamiento , de manera",oui,oui,"[('la', 'DET'), ('Junta', 'PROPN'), ('_General', 'PROPN'), ('está', 'AUX'), ('formada', 'ADJ'), ('por', 'ADP'), ('el', 'DET'), ('Pleno', 'PROPN'), ('<UNK>de', 'ADP'), ('el', 'DET'), ('_Ayuntamiento', 'PROPN'), (',', 'PUNCT'), ('de', 'ADP'), ('manera', 'NOUN')]","[('Junta_General', 'ORG'), ('Pleno_del_Ayuntamiento', 'ORG')]","[('la', 'el'), ('Junta', 'Junta'), ('_General', '_General'), ('está', 'estar'), ('formada', 'formado'), ('por', 'por'), ('el', 'el'), ('Pleno', 'pleno'), ('<UNK>de', '<unk>de'), ('el', 'el'), ('_Ayuntamiento', '_Ayuntamiento'), (',', ','), ('de', 'de'), ('manera', 'manera')]","[('la', 2, 'det'), ('Junta', 5, 'nsubj'), ('_General', 2, 'amod'), ('está', 5, 'cop'), ('formada', 0, 'root'), ('por', 8, 'case'), ('el', 8, 'det'), ('Pleno', 5, 'obl:agent'), ('<UNK>de', 11, 'case'), ('el', 11, 'det'), ('_Ayuntamiento', 8, 'nmod'), (',', 14, 'punct'), ('de', 14, 'case'), ('manera', 5, 'obl')]",0,0
M54,514,meronymie,parties liées par inclusion,computer_science,"compiladores , intérpretes , bases de datos y programas de utilidad . El software de aplicaciones está formado por los paquetes destinados a resolver problemas de gestión empresarial , como son los financieros","el software de aplicaciones está formado por los paquetes destinados a resolver problemas de gestión empresarial , como son los financieros",el software de aplicaciones está formado por los paquetes,oui,oui,"[('El', 'DET'), ('software', 'NOUN'), ('de', 'ADP'), ('aplicaciones', 'NOUN'), ('está', 'AUX'), ('formado', 'ADJ'), ('por', 'ADP'), ('los', 'DET'), ('paquetes', 'NOUN')]",[],"[('El', 'el'), ('software', 'software'), ('de', 'de'), ('aplicaciones', 'aplicación'), ('está', 'estar'), ('formado', 'formado'), ('por', 'por'), ('los', 'el'), ('paquetes', 'paquete')]","[('El', 2, 'det'), ('software', 6, 'nsubj'), ('de', 4, 'case'), ('aplicaciones', 2, 'nmod'), ('está', 6, 'cop'), ('formado', 0, 'root'), ('por', 9, 'case'), ('los', 9, 'det'), ('paquetes', 6, 'obl:agent')]",0,0
